_id,Year,Month,Facility Reference Number,Licence Holder,Site Common Name,Latitude,Longitude,Finfish Aquaculture Reporting Zone,Sample Type,Incident Date,Number of Pens Sampled,Average L. salmonis motiles per fish,Average L. salmonis females per fish,Average chalimus per fish,Average caligus per fish,Comments,Year Class
6347,2021,May,143,MOWI Canada West,Larsen Island,-126.63284,50.60175,Broughton Archipelago,Routine monitoring,19-May-21,3,1.35,0.38,0.00,0.00,,1
6348,2021,May,143,MOWI Canada West,Larsen Island,-126.63284,50.60175,Broughton Archipelago,Follow-up,26-May-21,12,1.72,0.65,0.02,0.07,,1
6349,2021,May,143,MOWI Canada West,Larsen Island,-126.63284,50.60175,Broughton Archipelago,Routine monitoring,31-May-21,2,1.20,0.30,0.00,0.08,"Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement",1
6350,2021,June,143,MOWI Canada West,Larsen Island,-126.63284,50.60175,Broughton Archipelago,Post in-feed treatment; Pre-treatment,6-Jun-21,12,1.08,0.31,1.07,0.11,Medicinal bath treatment,1
6351,2021,June,143,MOWI Canada West,Larsen Island,-126.63284,50.60175,Broughton Archipelago,Post mechanical removal or bath treatment,10-Jun-21,12,0.10,0.02,0.55,0.03,,1
6352,2021,June,143,MOWI Canada West,Larsen Island,-126.63284,50.60175,Broughton Archipelago,Routine monitoring,18-Jun-21,2,0.08,0.00,0.05,0.00,"Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement",1
6353,2021,June,143,MOWI Canada West,Larsen Island,-126.63284,50.60175,Broughton Archipelago,Routine monitoring,23-Jun-21,3,0.43,0.05,0.42,0.17,,1
6354,2021,June,143,MOWI Canada West,Larsen Island,-126.63284,50.60175,Broughton Archipelago,Routine monitoring,30-Jun-21,2,0.18,0.00,0.33,0.05,"Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement",1
6355,2021,July,143,MOWI Canada West,Larsen Island,-126.63284,50.60175,Broughton Archipelago,Pre-treatment,15-Jul-21,12,1.24,0.25,0.72,0.06,Medicinal bath treatment,1
6356,2021,August,143,MOWI Canada West,Larsen Island,50.60175,-126.63284,Broughton Archipelago,Routine monitoring,n/a,0,,,,,Fallow,n/a
6357,2011,January,100,Marine Harvest Canada,Lees Bay,50.41063,-125.70029,Discovery Passage,Routine monitoring,14-Jan-11,3,0.22,0.03,0.18,0.00,,2
6358,2011,February,100,Marine Harvest Canada,Lees Bay,50.41063,-125.70029,Discovery Passage,Routine monitoring,16-Feb-11,3,0.33,0.03,0.18,0.25,,2
6359,2011,March,100,Marine Harvest Canada,Lees Bay,50.41063,-125.70029,Discovery Passage,Routine monitoring,11-Mar-11,3,0.23,0.03,0.13,0.15,,2
6360,2011,March,100,Marine Harvest Canada,Lees Bay,50.41063,-125.70029,Discovery Passage,Routine monitoring,23-Mar-11,3,0.82,0.30,1.55,0.88,,2
6361,2011,April,100,Marine Harvest Canada,Lees Bay,50.41063,-125.70029,Discovery Passage,Routine monitoring,6-Apr-11,3,0.72,0.35,0.68,0.82,,2
6362,2011,April,100,Marine Harvest Canada,Lees Bay,50.41063,-125.70029,Discovery Passage,Routine monitoring,20-Apr-11,3,1.08,0.42,0.70,0.45,,2
6363,2011,May,100,Marine Harvest Canada,Lees Bay,50.41063,-125.70029,Discovery Passage,Routine monitoring,4-May-11,3,1.95,0.87,3.83,0.67,,2
6364,2011,May,100,Marine Harvest Canada,Lees Bay,50.41063,-125.70029,Discovery Passage,Threshold exceedance; Pre-treatment,16-May-11,3,3.63,1.07,3.80,2.45,In-feed treatment,2
6365,2011,June,100,Marine Harvest Canada,Lees Bay,50.41063,-125.70029,Discovery Passage,Follow-up,8-Jun-11,3,2.82,1.48,0.37,0.42,,2
6366,2011,June,100,Marine Harvest Canada,Lees Bay,50.41063,-125.70029,Discovery Passage,Follow-up,n/a,0,,,,,Count(s) not performed,2
6367,2011,July,100,Marine Harvest Canada,Lees Bay,50.41063,-125.70029,Discovery Passage,Follow-up,2-Jul-11,3,0.42,0.20,0.00,0.00,,2
6368,2011,July,100,Marine Harvest Canada,Lees Bay,50.41063,-125.70029,Discovery Passage,Post in-feed treatment,17-Jul-11,3,0.28,0.05,0.00,0.00,,2
6369,2011,August,100,Marine Harvest Canada,Lees Bay,50.41063,-125.70029,Discovery Passage,Routine monitoring,4-Aug-11,3,0.10,0.05,0.00,0.00,,2
6370,2011,September,100,Marine Harvest Canada,Lees Bay,50.41063,-125.70029,Discovery Passage,Routine monitoring,18-Sep-11,3,0.10,0.05,8.37,1.65,,2
6371,2011,October,100,Marine Harvest Canada,Lees Bay,50.41063,-125.70029,Discovery Passage,Routine monitoring,12-Oct-11,3,1.23,0.42,1.90,1.38,,2
6372,2011,November,100,Marine Harvest Canada,Lees Bay,50.41063,-125.70029,Discovery Passage,Routine monitoring,9-Nov-11,3,1.63,0.72,4.43,1.93,,2
6373,2011,December,100,Marine Harvest Canada,Lees Bay,50.41063,-125.70029,Discovery Passage,Routine monitoring,n/a,0,,,,,Count(s) not required (harvesting),2
6374,2012,January,100,Marine Harvest Canada,Lees Bay,50.41063,-125.70029,Discovery Passage,Routine monitoring,n/a,0,,,,,Count(s) not required (harvesting),2
6375,2012,February,100,Marine Harvest Canada,Lees Bay,50.41063,-125.70029,Discovery Passage,Routine monitoring,n/a,0,,,,,Count(s) not required (harvesting),2
6376,2012,March,100,Marine Harvest Canada,Lees Bay,50.41063,-125.70029,Discovery Passage,Routine monitoring,n/a,0,,,,,Fallow,n/a
6377,2014,August,100,MOWI Canada West,Lees Bay,50.41063,-125.70029,Discovery Passage,Routine monitoring,n/a,0,,,,,Count(s) not required (<4 pens),1
6378,2014,September,100,MOWI Canada West,Lees Bay,50.41063,-125.70029,Discovery Passage,Threshold exceedance,17-Sep-14,3,16.07,5.68,5.40,3.97,Management action planned (In-feed treatment),1
6379,2014,September,100,MOWI Canada West,Lees Bay,50.41063,-125.70029,Discovery Passage,Pre-treatment; Follow-up,25-Sep-14,3,17.77,4.95,8.25,2.18,In-feed treatment,1
6380,2014,October,100,MOWI Canada West,Lees Bay,50.41063,-125.70029,Discovery Passage,Follow-up,26-Oct-14,3,2.52,1.05,0.00,0.00,,2
6381,2014,November,100,MOWI Canada West,Lees Bay,50.41063,-125.70029,Discovery Passage,Post in-feed treatment,9-Nov-14,3,0.63,0.25,0.07,0.05,,2
6382,2014,December,100,MOWI Canada West,Lees Bay,50.41063,-125.70029,Discovery Passage,Routine monitoring,7-Dec-14,3,0.30,0.15,0.00,0.00,,2
6383,2015,January,100,Marine Harvest Canada,Lees Bay,50.41063,-125.70029,Discovery Passage,Routine monitoring,16-Jan-15,3,0.42,0.05,3.23,0.72,,2
6384,2015,February,100,Marine Harvest Canada,Lees Bay,50.41063,-125.70029,Discovery Passage,Threshold exceedance,26-Feb-15,3,10.20,3.08,5.70,3.15,Management action planned (In-feed treatment),2
6385,2015,March,100,Marine Harvest Canada,Lees Bay,50.41063,-125.70029,Discovery Passage,Pre-treatment; Follow-up,10-Mar-15,3,15.82,6.20,5.38,2.58,In-feed treatment,2
6386,2015,March,100,Marine Harvest Canada,Lees Bay,50.41063,-125.70029,Discovery Passage,Follow-up,n/a,0,,,,,Count(s) not required (<21 days post in-feed treatment),2
6387,2015,April,100,Marine Harvest Canada,Lees Bay,50.41063,-125.70029,Discovery Passage,Follow-up,7-Apr-15,3,3.30,1.97,0.18,0.27,In-feed treatment,2
6388,2015,April,100,Marine Harvest Canada,Lees Bay,50.41063,-125.70029,Discovery Passage,Follow-up,20-Apr-15,3,0.95,0.63,0.00,0.05,,2
6389,2015,May,100,Marine Harvest Canada,Lees Bay,50.41063,-125.70029,Discovery Passage,Post in-feed treatment,5-May-15,3,0.28,0.17,0.00,0.02,,2
6390,2015,May,100,Marine Harvest Canada,Lees Bay,50.41063,-125.70029,Discovery Passage,Routine monitoring,19-May-15,3,0.05,0.03,0.00,0.07,,2
6391,2015,June,100,Marine Harvest Canada,Lees Bay,50.41063,-125.70029,Discovery Passage,Routine monitoring,9-Jun-15,3,0.08,0.07,2.45,0.00,,2
6392,2015,June,100,Marine Harvest Canada,Lees Bay,50.41063,-125.70029,Discovery Passage,Routine monitoring,30-Jun-15,3,0.07,0.02,0.50,0.05,,2
6393,2015,July,100,Marine Harvest Canada,Lees Bay,50.41063,-125.70029,Discovery Passage,Routine monitoring,16-Jul-15,3,0.17,0.07,0.90,0.15,,2
6394,2015,August,100,Marine Harvest Canada,Lees Bay,50.41063,-125.70029,Discovery Passage,Routine monitoring,n/a,0,,,,,Count(s) not required (harvesting),2
6395,2015,September,100,Marine Harvest Canada,Lees Bay,50.41063,-125.70029,Discovery Passage,Routine monitoring,n/a,0,,,,,Count(s) not required (harvesting),2
6396,2015,October,100,Marine Harvest Canada,Lees Bay,50.41063,-125.70029,Discovery Passage,Routine monitoring,n/a,0,,,,,Fallow,n/a
6397,2016,May,100,Marine Harvest Canada,Lees Bay,50.41063,-125.70029,Discovery Passage,Post mechanical removal or bath treatment,12-May-16,3,0.05,0.00,0.12,0.08,Medicinal bath treatment,1
6398,2016,May,100,Marine Harvest Canada,Lees Bay,50.41063,-125.70029,Discovery Passage,Routine monitoring,29-May-16,3,0.12,0.03,0.47,0.03,,1
6399,2016,June,100,Marine Harvest Canada,Lees Bay,50.41063,-125.70029,Discovery Passage,Routine monitoring,14-Jun-16,3,0.55,0.20,2.65,0.67,,1
6400,2016,June,100,Marine Harvest Canada,Lees Bay,50.41063,-125.70029,Discovery Passage,Routine monitoring,21-Jun-16,3,0.62,0.13,1.02,0.85,,1
6401,2016,June,100,Marine Harvest Canada,Lees Bay,50.41063,-125.70029,Discovery Passage,Routine monitoring,28-Jun-16,3,0.97,0.37,1.42,0.72,,1
6402,2016,July,100,Marine Harvest Canada,Lees Bay,50.41063,-125.70029,Discovery Passage,Pre-treatment,11-Jul-16,3,1.85,0.75,1.28,0.70,In-feed treatment,1
6403,2016,July,100,Marine Harvest Canada,Lees Bay,50.41063,-125.70029,Discovery Passage,Follow-up,25-Jul-16,3,1.10,0.48,0.82,0.15,,1
6404,2016,August,100,Marine Harvest Canada,Lees Bay,50.41063,-125.70029,Discovery Passage,Follow-up,8-Aug-16,3,1.40,0.68,0.47,0.37,,1
6405,2016,August,100,Marine Harvest Canada,Lees Bay,50.41063,-125.70029,Discovery Passage,Post in-feed treatment,21-Aug-16,3,1.10,0.48,0.73,0.30,,1
6406,2016,September,100,Marine Harvest Canada,Lees Bay,50.41063,-125.70029,Discovery Passage,Routine monitoring,5-Sep-16,3,1.98,0.87,1.47,0.38,,1
6407,2016,September,100,Marine Harvest Canada,Lees Bay,50.41063,-125.70029,Discovery Passage,Routine monitoring,20-Sep-16,3,2.67,1.23,0.80,0.37,,1
6408,2016,October,100,Marine Harvest Canada,Lees Bay,50.41063,-125.70029,Discovery Passage,Threshold exceedance,3-Oct-16,3,3.68,1.47,3.75,0.55,Management action planned (In-feed treatment),1
6409,2016,October,100,Marine Harvest Canada,Lees Bay,50.41063,-125.70029,Discovery Passage,Follow-up,18-Oct-16,3,4.78,1.68,8.33,0.98,Management action planned (In-feed treatment),1
6410,2016,November,100,Marine Harvest Canada,Lees Bay,50.41063,-125.70029,Discovery Passage,Follow-up,1-Nov-16,3,6.80,2.35,5.50,0.37,Management action planned (In-feed treatment),2
6411,2016,November,100,Marine Harvest Canada,Lees Bay,50.41063,-125.70029,Discovery Passage,Pre-treatment; Follow-up,13-Nov-16,3,8.17,2.10,4.68,0.42,In-feed treatment,2
6412,2016,December,100,Marine Harvest Canada,Lees Bay,50.41063,-125.70029,Discovery Passage,Follow-up,13-Dec-16,3,2.72,1.22,0.00,0.00,,2
6413,2016,December,100,Marine Harvest Canada,Lees Bay,50.41063,-125.70029,Discovery Passage,Follow-up,26-Dec-16,3,0.58,0.22,0.00,0.00,,2
6414,2017,January,100,Marine Harvest Canada,Lees Bay,50.41063,-125.70029,Discovery Passage,Post in-feed treatment,9-Jan-17,3,0.17,0.07,0.00,0.00,,2
6415,2017,January,100,Marine Harvest Canada,Lees Bay,50.41063,-125.70029,Discovery Passage,Routine monitoring,23-Jan-17,3,0.23,0.18,0.00,0.00,,2
6416,2017,February,100,Marine Harvest Canada,Lees Bay,50.41063,-125.70029,Discovery Passage,Routine monitoring,6-Feb-17,3,0.35,0.25,0.00,0.00,,2
6417,2017,February,100,Marine Harvest Canada,Lees Bay,50.41063,-125.70029,Discovery Passage,Routine monitoring,19-Feb-17,3,0.33,0.18,0.00,0.03,,2
6418,2017,February,100,Marine Harvest Canada,Lees Bay,50.41063,-125.70029,Discovery Passage,Routine monitoring,26-Feb-17,2,0.48,0.28,0.35,0.00,"Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement",2
6419,2017,March,100,Marine Harvest Canada,Lees Bay,50.41063,-125.70029,Discovery Passage,Routine monitoring,6-Mar-17,3,0.32,0.20,0.20,0.00,,2
6420,2017,March,100,Marine Harvest Canada,Lees Bay,50.41063,-125.70029,Discovery Passage,Routine monitoring,13-Mar-17,2,0.18,0.10,0.65,0.03,"Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement",2
6421,2017,March,100,Marine Harvest Canada,Lees Bay,50.41063,-125.70029,Discovery Passage,Routine monitoring,20-Mar-17,3,0.27,0.12,1.87,0.27,,2
6422,2017,March,100,Marine Harvest Canada,Lees Bay,50.41063,-125.70029,Discovery Passage,Routine monitoring,27-Mar-17,2,0.35,0.08,1.63,0.10,"Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement",2
6423,2017,April,100,Marine Harvest Canada,Lees Bay,50.41063,-125.70029,Discovery Passage,Routine monitoring,n/a,0,,,,,Count(s) not required (harvesting),2
6424,2017,May,100,Marine Harvest Canada,Lees Bay,50.41063,-125.70029,Discovery Passage,Routine monitoring,n/a,0,,,,,Count(s) not required (harvesting),2
6425,2017,June,100,Marine Harvest Canada,Lees Bay,50.41063,-125.70029,Discovery Passage,Routine monitoring,n/a,0,,,,,Count(s) not required (harvesting),2
6426,2017,July,100,Marine Harvest Canada,Lees Bay,50.41063,-125.70029,Discovery Passage,Routine monitoring,n/a,0,,,,,Fallow,n/a
6427,2018,June,100,Marine Harvest Canada,Lees Bay,50.41063,-125.70029,Discovery Passage,Post mechanical removal or bath treatment,28-Jun-18,6,0.00,0.00,0.00,0.13,Medicinal bath treatment,1
6428,2018,June,100,Marine Harvest Canada,Lees Bay,50.41063,-125.70029,Discovery Passage,Routine monitoring,n/a,0,,,,,Count(s) not required (<4 pens),1
6429,2018,July,100,Marine Harvest Canada,Lees Bay,50.41063,-125.70029,Discovery Passage,Routine monitoring,10-Jul-18,2,0.08,0.00,2.88,1.33,"Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement",1
6430,2018,July,100,Marine Harvest Canada,Lees Bay,50.41063,-125.70029,Discovery Passage,Routine monitoring,17-Jul-18,3,0.15,0.02,3.13,1.27,,1
6431,2018,July,100,Marine Harvest Canada,Lees Bay,50.41063,-125.70029,Discovery Passage,Routine monitoring,22-Jul-18,2,0.15,0.00,2.00,1.53,"Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement",1
6432,2018,July,100,Marine Harvest Canada,Lees Bay,50.41063,-125.70029,Discovery Passage,Routine monitoring,31-Jul-18,3,0.10,0.03,1.83,0.02,,1
6433,2018,August,100,Marine Harvest Canada,Lees Bay,50.41063,-125.70029,Discovery Passage,Routine monitoring,7-Aug-18,2,0.95,0.05,2.33,0.65,"Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement",1
6434,2018,August,100,Marine Harvest Canada,Lees Bay,50.41063,-125.70029,Discovery Passage,Routine monitoring,11-Aug-18,3,0.95,0.23,7.68,4.17,,1
6435,2018,August,100,Marine Harvest Canada,Lees Bay,50.41063,-125.70029,Discovery Passage,Routine monitoring,20-Aug-18,2,1.43,0.40,3.23,2.33,"Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement",1
6436,2018,August,100,Marine Harvest Canada,Lees Bay,50.41063,-125.70029,Discovery Passage,Routine monitoring,27-Aug-18,3,2.30,0.57,3.50,4.00,,1
6437,2018,August,100,Marine Harvest Canada,Lees Bay,50.41063,-125.70029,Discovery Passage,Routine monitoring,30-Aug-18,6,2.62,1.00,0.29,5.30,,1
6438,2018,September,100,Marine Harvest Canada,Lees Bay,50.41063,-125.70029,Discovery Passage,Routine monitoring,7-Sep-18,3,2.47,0.80,8.23,5.28,,1
6439,2018,September,100,Marine Harvest Canada,Lees Bay,50.41063,-125.70029,Discovery Passage,Routine monitoring,15-Sep-18,2,2.90,1.50,4.78,2.20,"Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement",1
6440,2018,September,100,Marine Harvest Canada,Lees Bay,50.41063,-125.70029,Discovery Passage,Threshold exceedance,21-Sep-18,3,3.22,1.35,4.52,1.95,,1
6441,2018,October,100,Marine Harvest Canada,Lees Bay,50.41063,-125.70029,Discovery Passage,Pre-treatment; Follow-up,2-Oct-18,5,2.40,1.18,3.08,2.55,Medicinal bath treatment,2
6442,2018,October,100,Marine Harvest Canada,Lees Bay,50.41063,-125.70029,Discovery Passage,Post mechanical removal or bath treatment,4-Oct-18,5,0.23,0.11,0.08,0.07,Medicinal bath treatment,2
6443,2018,October,100,Marine Harvest Canada,Lees Bay,50.41063,-125.70029,Discovery Passage,Routine monitoring,18-Oct-18,3,0.15,0.05,0.02,0.00,,2
6444,2018,October,100,Marine Harvest Canada,Lees Bay,50.41063,-125.70029,Discovery Passage,Routine monitoring,29-Oct-18,2,0.15,0.05,0.05,0.08,"Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement",2
6445,2018,November,100,Marine Harvest Canada,Lees Bay,50.41063,-125.70029,Discovery Passage,Routine monitoring,2-Nov-18,3,1.12,0.13,1.50,1.60,,2
6446,2018,November,100,Marine Harvest Canada,Lees Bay,50.41063,-125.70029,Discovery Passage,Routine monitoring,9-Nov-18,2,2.85,0.83,1.28,0.33,"Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement",2
6447,2018,November,100,Marine Harvest Canada,Lees Bay,50.41063,-125.70029,Discovery Passage,Routine monitoring,16-Nov-18,3,2.98,0.43,2.27,0.95,,2
6448,2018,November,100,Marine Harvest Canada,Lees Bay,50.41063,-125.70029,Discovery Passage,Routine monitoring,22-Nov-18,2,2.08,0.60,0.63,1.53,"Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement",2
6449,2018,November,100,Marine Harvest Canada,Lees Bay,50.41063,-125.70029,Discovery Passage,Threshold exceedance,29-Nov-18,3,6.08,1.12,2.32,1.48,,2
6450,2018,December,100,Marine Harvest Canada,Lees Bay,50.41063,-125.70029,Discovery Passage,Follow-up,7-Dec-18,2,4.58,0.68,2.20,1.10,"Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement",2
6451,2018,December,100,Marine Harvest Canada,Lees Bay,50.41063,-125.70029,Discovery Passage,Pre-treatment; Follow-up,17-Dec-18,3,6.90,2.53,1.82,2.98,In-feed treatment,2
6452,2019,January,100,MOWI Canada West,Lees Bay,50.41063,-125.70029,Discovery Passage,Routine monitoring,10-Jan-19,3,1.72,0.63,0.32,0.08,,2
6453,2019,January,100,MOWI Canada West,Lees Bay,50.41063,-125.70029,Discovery Passage,Routine monitoring,17-Jan-19,2,1.10,0.53,0.00,0.00,"Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement",2
6454,2019,January,100,MOWI Canada West,Lees Bay,50.41063,-125.70029,Discovery Passage,Routine monitoring,24-Jan-19,3,0.52,0.43,0.00,0.00,,2
6455,2019,January,100,MOWI Canada West,Lees Bay,50.41063,-125.70029,Discovery Passage,Routine monitoring,31-Jan-19,2,0.55,0.30,0.00,0.00,"Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement",2
6456,2019,February,100,MOWI Canada West,Lees Bay,50.41063,-125.70029,Discovery Passage,Post in-feed treatment,4-Feb-19,3,0.23,0.18,0.00,0.00,,2
6457,2019,February,100,MOWI Canada West,Lees Bay,50.41063,-125.70029,Discovery Passage,Routine monitoring,16-Feb-19,2,0.33,0.20,0.00,0.00,"Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement",2
6458,2019,February,100,MOWI Canada West,Lees Bay,50.41063,-125.70029,Discovery Passage,Routine monitoring,21-Feb-19,3,0.18,0.08,0.02,0.03,,2
6459,2019,February,100,MOWI Canada West,Lees Bay,50.41063,-125.70029,Discovery Passage,Routine monitoring,28-Feb-19,2,0.10,0.05,0.00,0.00,"Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement",2
6460,2019,March,100,MOWI Canada West,Lees Bay,50.41063,-125.70029,Discovery Passage,Routine monitoring,7-Mar-19,3,0.30,0.08,0.00,0.02,,2
6461,2019,March,100,MOWI Canada West,Lees Bay,50.41063,-125.70029,Discovery Passage,Routine monitoring,17-Mar-19,2,0.05,0.05,0.00,0.00,"Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement",2
6462,2019,March,100,MOWI Canada West,Lees Bay,50.41063,-125.70029,Discovery Passage,Routine monitoring,21-Mar-19,3,0.30,0.17,0.00,0.00,,2
6463,2019,March,100,MOWI Canada West,Lees Bay,50.41063,-125.70029,Discovery Passage,Routine monitoring,30-Mar-19,2,0.45,0.15,0.00,0.00,"Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement",2
6464,2019,April,100,MOWI Canada West,Lees Bay,50.41063,-125.70029,Discovery Passage,Routine monitoring,5-Apr-19,3,0.20,0.07,0.00,0.10,,2
6465,2019,April,100,MOWI Canada West,Lees Bay,50.41063,-125.70029,Discovery Passage,Routine monitoring,16-Apr-19,2,0.13,0.03,1.20,0.15,"Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement",2
6466,2019,April,100,MOWI Canada West,Lees Bay,50.41063,-125.70029,Discovery Passage,Routine monitoring,18-Apr-19,3,0.38,0.12,2.28,0.23,,2
6467,2019,April,100,MOWI Canada West,Lees Bay,50.41063,-125.70029,Discovery Passage,Routine monitoring,30-Apr-19,2,0.63,0.30,2.03,0.10,"Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement",2
6468,2019,May,100,MOWI Canada West,Lees Bay,50.41063,-125.70029,Discovery Passage,Routine monitoring,5-May-19,3,0.67,0.20,1.97,0.20,,2
6469,2019,May,100,MOWI Canada West,Lees Bay,50.41063,-125.70029,Discovery Passage,Routine monitoring,10-May-19,2,1.03,0.40,2.80,0.10,"Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement",2
6470,2019,May,100,MOWI Canada West,Lees Bay,50.41063,-125.70029,Discovery Passage,Routine monitoring,19-May-19,2,1.05,0.50,1.25,0.18,"Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement",2
6471,2019,May,100,MOWI Canada West,Lees Bay,50.41063,-125.70029,Discovery Passage,Routine monitoring,27-May-19,2,1.30,0.58,4.53,0.23,"Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement",2
6472,2019,May,100,MOWI Canada West,Lees Bay,50.41063,-125.70029,Discovery Passage,Routine monitoring,31-May-19,3,1.58,0.67,1.32,0.40,,2
6473,2019,June,100,MOWI Canada West,Lees Bay,50.41063,-125.70029,Discovery Passage,Routine monitoring,10-Jun-19,2,2.10,0.65,2.40,0.33,"Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement",2
6474,2019,June,100,MOWI Canada West,Lees Bay,50.41063,-125.70029,Discovery Passage,Routine monitoring,16-Jun-19,3,2.22,1.05,1.42,0.63,,2
6475,2019,June,100,MOWI Canada West,Lees Bay,50.41063,-125.70029,Discovery Passage,Routine monitoring,22-Jun-19,2,1.40,0.60,1.18,0.10,"Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement",2
6476,2019,June,100,MOWI Canada West,Lees Bay,50.41063,-125.70029,Discovery Passage,Routine monitoring,26-Jun-19,3,2.48,1.25,1.42,1.52,,2
6477,2019,July,100,MOWI Canada West,Lees Bay,50.41063,-125.70029,Discovery Passage,Routine monitoring,7-Jul-19,2,1.80,1.05,1.23,0.65,"Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement",2
6478,2019,July,100,MOWI Canada West,Lees Bay,50.41063,-125.70029,Discovery Passage,Threshold exceedance,15-Jul-19,3,3.47,1.92,1.03,0.37,Harvest pending,2
6479,2019,July,100,MOWI Canada West,Lees Bay,50.41063,-125.70029,Discovery Passage,Routine monitoring,21-Jul-19,2,2.95,1.73,2.03,0.73,"Harvest pending; Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement",2
6480,2019,July,100,MOWI Canada West,Lees Bay,50.41063,-125.70029,Discovery Passage,Routine monitoring,28-Jul-19,3,3.58,1.42,3.48,0.73,Harvest pending,2
6481,2019,August,100,MOWI Canada West,Lees Bay,50.41063,-125.70029,Discovery Passage,Routine monitoring,5-Aug-19,2,3.43,1.38,2.85,1.08,"Harvest pending; Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement",2
6482,2019,August,100,MOWI Canada West,Lees Bay,50.41063,-125.70029,Discovery Passage,Routine monitoring,11-Aug-19,3,3.60,1.30,3.35,1.08,Harvest pending,2
6483,2019,August,100,MOWI Canada West,Lees Bay,50.41063,-125.70029,Discovery Passage,Routine monitoring,19-Aug-19,2,2.88,1.48,1.33,0.65,"Harvesting; Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement",2
6484,2019,August,100,MOWI Canada West,Lees Bay,50.41063,-125.70029,Discovery Passage,Routine monitoring,24-Aug-19,3,3.85,1.52,4.38,1.57,Harvesting,2
6485,2019,August,100,MOWI Canada West,Lees Bay,50.41063,-125.70029,Discovery Passage,Routine monitoring,30-Aug-19,2,3.93,1.95,2.75,0.55,"Harvesting; Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement",2
6486,2019,September,100,MOWI Canada West,Lees Bay,50.41063,-125.70029,Discovery Passage,Routine monitoring,16-Sep-19,2,7.70,4.28,0.40,1.18,"Harvesting; Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement",2
6487,2019,October,100,MOWI Canada West,Lees Bay,50.41063,-125.70029,Discovery Passage,Routine monitoring,n/a,0,,,,,Count(s) not required (harvesting),2
6488,2019,November,100,MOWI Canada West,Lees Bay,50.41063,-125.70029,Discovery Passage,Routine monitoring,n/a,0,,,,,Fallow,n/a
6489,2019,December,100,MOWI Canada West,Lees Bay,50.41063,-125.70029,Discovery Passage,Routine monitoring,n/a,0,,,,,Count(s) not required (<4 pens),1
6490,2020,January,100,MOWI Canada West,Lees Bay,-125.70029,50.41063,Discovery Passage,Routine monitoring,11-Jan-20,2,0.25,0.08,0.00,0.15,"Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement",1
6491,2020,January,100,MOWI Canada West,Lees Bay,-125.70029,50.41063,Discovery Passage,Routine monitoring,19-Jan-20,3,0.33,0.02,0.05,0.18,,1
6492,2020,January,100,MOWI Canada West,Lees Bay,-125.70029,50.41063,Discovery Passage,Routine monitoring,26-Jan-20,2,0.23,0.05,4.35,0.33,"Sampling methodology differs from requirements outlined in licence conditions, but meets or exceeds the requirement",1
6493,2020,February,100,MOWI Canada West,Lees Bay,-125.70029,50.41063,Discovery Passage,Routine monitoring,1-Feb-20,3,0.63,0.17,4.57,1.58,,2
6494,2020,February,100,MOWI Canada West,Lees Bay,-125.70029,50.41063,Discovery Passage,Routine monitoring,10-Feb-20,5,1.23,0.14,4.62,4.31,,2
