"","Facility_reference_number","License_holder","Site_common_name","Fish_health_zone","Month","Number_of_counts_performed","L.salmonis_motile","L.salmonis_motile_audit","L.salmonis_female","L.salmonis_female_aduit","Chalimus","Chalimus_audit","Caligus","Caligus_audit","Comments","Year_class"
"1258","1789","Grieg Seafood","Concepcion","2.4","September","2","4.8",NA,"1.6",NA,"0.1",NA,"0.1",NA,"Count from a full complement of 3 pens for 1st and 2nd events precluded by low oxygen. Management action planned.","1"
"1267","1700","Grieg Seafood","Muchalat S","2.4","September","2","1",NA,"0.6",NA,"0.1",NA,"0",NA,"Count from a full complement of 3 pens for the 2nd count only, but the data from the 1st count are included (in estimate)","2"
"1277","144","Marine Harvest","Koskimo","2.4","September","1","14.2",NA,"6.9",NA,"2.2",NA,"5.1",NA,"1st count precluded by toxic algae. Management action planned","1"
"1286","1238","Marine Harvest","Mahatta W","2.4","September","0",NA,NA,NA,NA,NA,NA,NA,NA,"Counts precluded by diminished stocks (<4 pens)","2"
"1296","1237","Marine Harvest","Monday Rocks","2.4","September","1","9.9",NA,"5.3",NA,"1.5",NA,"2.2",NA,"1st count precluded by toxic algae. Management action planned","1"
"13110","303","Marine Harvest","Glacial Creek","3.1","September","0",NA,NA,NA,NA,NA,NA,NA,NA,"<4 pens in seawater; in spawning year","Broodstock"
"1339","1401","Mainstream Canada","Brent Island","3.2","September","0","0.2",NA,"0.1",NA,"0",NA,"0.1",NA,NA,"1"
"1349","306","Mainstream Canada","Venture","3.2","September","1","0.1",NA,"0",NA,"0",NA,"0.1",NA,NA,"1"
"1357","1581","Marine Harvest","Hardwicke","3.2","September","2","1.5",NA,"0.8",NA,"4",NA,"2.2",NA,NA,"1"
"1377","1825","Grieg Seafood","Bennett Pt","3.3","September","2","0",NA,"0",NA,"0",NA,"0.1",NA,NA,"2"
"1388","1144","Mainstream Canada","Burdwood","3.3","September","2","2.2",NA,"0.8",NA,"0",NA,"0.2",NA,NA,"1"
"1396","819","Mainstream Canada","Cecil","3.3","September","1","0.3",NA,"0",NA,"0.1",NA,"0",NA,NA,"Broodstock"
"1408","1586","Marine Harvest","Doctor Islets","3.3","September","1","0.3",NA,"0.1",NA,"0",NA,"0",NA,NA,"1"
"14111","821","Marine Harvest","Glacier Falls","3.3","September","1","2.7","2.7","0.4","0.4","0.3","0.3","0.1","0.1","2013-09-20 statistical agreement with farm count on audit day","1"
"1438","1618","Marine Harvest","Humphrey Rocks","3.3","September","1","0.6",NA,"0.2",NA,"0.1",NA,"0",NA,NA,"1"
"1448","141","Marine Harvest","Port Elizabeth","3.3","September","1","0.6",NA,"0",NA,"0",NA,"0",NA,NA,"1"
"1456","1145","Marine Harvest","Potts Bay","3.3","September","1","5.1",NA,"0.4",NA,"0.8",NA,"0",NA,"2nd count deemed too stressful on brood","Broodstock"
"1467","465","Marine Harvest","Swanson","3.3","September","0",NA,NA,NA,NA,NA,NA,NA,NA,"Counts precluded by low dissolved oxygen","1"
"1477","820","Marine Harvest","Wicklow","3.3","September","1","13.9",NA,"6.9",NA,"3.6",NA,"0.1",NA,"Management action underway","2"
"1498","892","Marine Harvest","Bell Island","3.4","September","1","2.4",NA,"0.5",NA,"1",NA,"0.9",NA,NA,"1"
"1508","1288","Marine Harvest","Doyle","3.4","September","0",NA,NA,NA,NA,NA,NA,NA,NA,"Counts precluded by diminished stocks (<4 pens)","2"
"15112","1350","Marine Harvest","Shelter Bay","3.4","September","2","4.4",NA,"0.5",NA,"2.4",NA,"0.9",NA,"Management action planned","1"
"1537","1580","Marine Harvest","Jackson Pass","3.5","September","1","4.5",NA,"2.6",NA,"1.4",NA,"0.6",NA,"Count exceeding threshold occurred near month's end so a second count is not required this month. Management action planned","1"
"1548","1691","Marine Harvest","Kid Bay","3.5","September","2","11",NA,"6.5",NA,"1.9",NA,"0.5",NA,"Management action underway","1"
"1558","1895","Marine Harvest","Sheep Passage","3.5","September","1","18.2",NA,"10.5",NA,"0",NA,"0",NA,"Management action underway","2"
"1320","1537","Mainstream Canada","Bare Bluff","2.3","October","0",NA,NA,NA,NA,NA,NA,NA,NA,"Recent seawater entry","1"
"1427","227","Mainstream Canada","Bawden","2.3","October","2","0.5",NA,"0.3",NA,"0",NA,"0",NA,NA,"1"
"1526","234","Mainstream Canada","Dixon","2.3","October","2","0.2",NA,"0.1",NA,"0",NA,"0.1",NA,NA,"1"
"1638","1507","Mainstream Canada","Millar ","2.3","October","2","0.4",NA,"0.2",NA,"0.1",NA,"0.3",NA,NA,"1"
"1737","543","Mainstream Canada","Mussel Rock","2.3","October","2","0.1",NA,"0.1",NA,"0.1",NA,"0",NA,NA,"1"
"1820","6668","Mainstream Canada","Plover","2.3","October","2","0.4",NA,"0.2",NA,"0.3",NA,"0.2",NA,NA,"1"
"1926","526","Mainstream Canada","Rant Pt","2.3","October","0",NA,NA,NA,NA,NA,NA,NA,NA,"Counts precluded by diminished stocks (<4 pens)","2"
"2018","314","Mainstream Canada","Ross Pass","2.3","October","2","0",NA,"0",NA,"0",NA,"0",NA,NA,"1"
"2117","527","Mainstream Canada","Saranac","2.3","October","2","0",NA,"0",NA,"0",NA,"0",NA,NA,"2"
"2217","1472","Mainstream Canada","Westside","2.3","October","0",NA,NA,NA,NA,NA,NA,NA,NA,"Recent seawater entry","1"
"2412","1789","Grieg Seafood","Concepcion","2.4","October","1","2.6",NA,"1.4",NA,"0",NA,"0",NA,"Management action underway","1"
"2511","1700","Grieg Seafood","Muchalat S","2.4","October","0",NA,NA,NA,NA,NA,NA,NA,NA,"Counts precluded by diminished stocks (<4 pens)","2"
"269","1705","Grieg Seafood","Williamson","2.4","October","0",NA,NA,NA,NA,NA,NA,NA,NA,"Recent transfer","1"
"276","144","Marine Harvest","Koskimo","2.4","October","2","15.3",NA,"6.6",NA,"1.8",NA,"1.9",NA,"Management action planned","1"
"2810","1338","Marine Harvest","Mahatta E","2.4","October","0",NA,NA,NA,NA,NA,NA,NA,NA,"Recent seawater entry","1"
"297","1238","Marine Harvest","Mahatta W","2.4","October",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fallow",NA
"308","1237","Marine Harvest","Monday Rocks","2.4","October","2","22.5",NA,"10.9",NA,"1.3",NA,"1",NA,"Management action planned","1"
"329","1698","Grieg Seafood","Ahlstrom","3.1","October","1","0.1","0.1","0","0","0","0","0","0","2013-10-24 statistical agreement with farm count on audit day","1"
"3410","303","Marine Harvest","Glacial Creek","3.1","October","0",NA,NA,NA,NA,NA,NA,NA,NA,"Brood fish in their spawning year","Broodstock"
"368","1401","Mainstream Canada","Brent Island","3.2","October","2","0.1",NA,"0.1",NA,"0.1",NA,"0.9",NA,NA,"1"
"3710","306","Mainstream Canada","Venture","3.2","October","2","0.2",NA,"0.1",NA,"0",NA,"2.2",NA,NA,"1"
"387","1581","Marine Harvest","Hardwicke","3.2","October","1","12.1","11.5","5.6","5.4","3.4","3.4","1.7","1.7","2013-10-28 statistical agreement with farm count on audit day. Count exceeding threshold occurred near month's end so a second count is not required this month. Management action planned.","2"
"4110","1825","Grieg Seafood"," Bennett Pt","3.3","October","0",NA,NA,NA,NA,NA,NA,NA,NA,"Environmental conditions precluded counts","2"
"4211","1144","Mainstream Canada","Burdwood","3.3","October","2","5",NA,"2.7",NA,"0",NA,"0.1",NA,"Management action planned","1"
"4310","819","Mainstream Canada","Cecil","3.3","October","1","0.7",NA,"0.2",NA,"0",NA,"0.1",NA,NA,"Broodstock"
"448","728","Mainstream Canada","Sir Ed","3.3","October","0",NA,NA,NA,NA,NA,NA,NA,NA,"Recent seawater entry","1"
"459","1586","Marine Harvest","Doctor Islets","3.3","October","1","0.6",NA,"0.4",NA,"0",NA,"0.2",NA,NA,"2"
"4610","821","Marine Harvest","Glacier Falls","3.3","October","2","3.7",NA,"1.6",NA,"0.1",NA,"0",NA,NA,"1"
"4710","1618","Marine Harvest","Humphrey Rocks","3.3","October","1","2.4",NA,"0.9",NA,"0",NA,"0",NA,NA,"1"
"489","143","Marine Harvest","Larsen Island","3.3","October","0",NA,NA,NA,NA,NA,NA,NA,NA,"Recent seawater entry","1"
"499","467","Marine Harvest","Midsummer","3.3","October","0",NA,NA,NA,NA,NA,NA,NA,NA,"Recent seawater entry","1"
"5010","141","Marine Harvest","Port Elizabeth","3.3","October","1","0.6",NA,"0.3",NA,"0",NA,"0",NA,NA,"1"
"5110","1145","Marine Harvest","Potts Bay","3.3","October","1","9.8",NA,"1.4",NA,"2.1",NA,"0",NA,"Seining for 2nd count deemed too stressful","Broodstock"
"529","1059","Marine Harvest","Sargeaunt Pass","3.3","October","1","0.6",NA,"0.2",NA,"0.1",NA,"0",NA,NA,"1"
"537","465","Marine Harvest","Swanson","3.3","October","1","9.1",NA,"5.2",NA,"1.8",NA,"0.2",NA,"3rd pen count precluded by environmental conditions","2"
"548","820","Marine Harvest","Wicklow","3.3","October","2","14.9",NA,"8.6",NA,"0.7",NA,"0",NA,"Management action planned","2"
"569","892","Marine Harvest","Bell Island","3.4","October","2","11.9",NA,"5.8",NA,"3.5",NA,"0.6",NA,"Management action planned","1"
"576","1288","Marine Harvest","Doyle","3.4","October","0",NA,NA,NA,NA,NA,NA,NA,NA,"Counts precluded by diminished stocks(<4 pens)","2"
"589","1350","Marine Harvest","Shelter Bay","3.4","October","2","2.9",NA,"1.2",NA,"0.6",NA,"0.3",NA,"Area management planned","1"
"609","1580","Marine Harvest","Jackson Pass","3.5","October","1","4.7",NA,"2.6",NA,"0.8",NA,"0",NA,"Count exceeding threshold  occurred near month's end so a 2nd count is not required this month. Management action planned","1"
"6110","1691","Marine Harvest","Kid Bay","3.5","October","2","4.4",NA,"2.8",NA,"0.1",NA,"0",NA,"Management action planned","1"
"627","884","Marine Harvest","Lochalsh","3.5","October","0",NA,NA,NA,NA,NA,NA,NA,NA,"Recent seawater entry","1"
"6310","1895","Marine Harvest","Sheep Passage","3.5","October","3","22",NA,"14.7",NA,"0.1",NA,"0",NA,"Management action underway","2"
"663","1537","Mainstream Canada","Bare Bluff","2.3","November","0",NA,NA,NA,NA,NA,NA,NA,NA,"Counts precluded by health management action","1"
"679","227","Mainstream Canada","Bawden","2.3","November","2","0.5",NA,"0.3",NA,"0",NA,"0",NA,NA,"1"
"6811","234","Mainstream Canada","Dixon","2.3","November","2","0.2",NA,"0.1",NA,"0.1",NA,"0.1",NA,NA,"2"
"696","1291","Mainstream Canada","MacIntyre Lake","2.3","November","0",NA,NA,NA,NA,NA,NA,NA,NA,"Recent seawater entry","1"
"707","1507","Mainstream Canada","Millar ","2.3","November","2","0.4",NA,"0.2",NA,"0.2",NA,"0.1",NA,NA,"1"
"719","543","Mainstream Canada","Mussel Rock","2.3","November","2","0.2",NA,"0.1",NA,"0",NA,"0",NA,NA,"2"
"7210","6668","Mainstream Canada","Plover","2.3","November","2","0.4",NA,"0.2",NA,"0.3",NA,"0.1",NA,NA,"1"
"7310","526","Mainstream Canada","Rant Pt","2.3","November",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fallow",NA
"7411","314","Mainstream Canada","Ross Pass","2.3","November","2","0",NA,"0",NA,"0.1",NA,"0",NA,NA,"1"
"759","527","Mainstream Canada","Saranac","2.3","November","1","0.1",NA,"0",NA,"0.1",NA,"0.1",NA,NA,"2"
"7610","1472","Mainstream Canada","Westside","2.3","November","1","0",NA,"0",NA,"0",NA,"0",NA,NA,"1"
"7810","1789","Grieg Seafood","Concepcion","2.4","November","1","0.7","0.7","0.4","0.4","0","0","0","0","2013-11-14 statistical agreement with farm count on audit day","1"
"807","1700","Grieg Seafood","Muchalat S","2.4","November",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fallow",NA
"819","1705","Grieg Seafood","Williamson","2.4","November","1","0.7",NA,"0.3",NA,"0",NA,"0",NA,"Third pen transferred in the latter half of the month; single pen count ","1"
"828","144","Marine Harvest","Koskimo","2.4","November","1","8",NA,"3.9",NA,"0",NA,"0",NA,"2nd count precluded by management action ","1"
"8310","1338","Marine Harvest","Mahatta E","2.4","November","1","0",NA,"0",NA,"0",NA,"0",NA,NA,"1"
"848","1237","Marine Harvest","Monday Rocks","2.4","November","1","8.6",NA,"5.7",NA,"0",NA,"0",NA,"2nd count precluded by management action ","2"
"868","1698","Grieg Seafood","Ahlstrom","3.1","November","1","0.1",NA,"0",NA,"0",NA,"0",NA,NA,"1"
"877","303","Marine Harvest","Glacial Creek","3.1","November","0",NA,NA,NA,NA,NA,NA,NA,NA,"Brood fish in their spawning year","Broodstock"
"897","1401","Mainstream Canada","Brent Island","3.2","November","2","0.3",NA,"0",NA,"0.2",NA,"2",NA,NA,"1"
"9010","304","Mainstream Canada","Raza","3.2","November","0",NA,NA,NA,NA,NA,NA,NA,NA,"Recent seawater entry","1"
"919","306","Mainstream Canada","Venture","3.2","November","2","1",NA,"0.3",NA,"0.4",NA,"3.6",NA,NA,"1"
"929","1581","Marine Harvest","Hardwicke","3.2","November","1","14.3",NA,"7.9",NA,"4.4",NA,"2.1",NA,"2nd count precluded by partial harvest; management action planned","2"
"937","211","Marine Harvest","Okisollo","3.2","November","0",NA,NA,NA,NA,NA,NA,NA,NA,"Recent seawater entry","1"
"958","1825","Grieg Seafood"," Bennett Pt","3.3","November","1","1.1",NA,"0.6",NA,"0.2",NA,"0.2",NA,NA,"2"
"9610","1144","Mainstream Canada","Burdwood","3.3","November","2","5.3",NA,"3.1",NA,"0",NA,"0.3",NA,"Management action underway","1"
"9710","819","Mainstream Canada","Cecil ","3.3","November","1","0.4",NA,"0.2",NA,"1.8",NA,"0.1",NA,NA,"Broodstock"
"9811","728","Mainstream Canada","Sir Ed","3.3","November","2","0","0","0","0","0","0","0.1","0.2","2013-11-20 statistical agreement with farm counts on audit day","1"
"10010","1586","Marine Harvest","Doctor Islets","3.3","November","1","1.2",NA,"0.8",NA,"0.7",NA,"0.1",NA,NA,"2"
"1019","821","Marine Harvest","Glacier Falls","3.3","November","2","2.6",NA,"1.5",NA,"1.1",NA,"0.1",NA,NA,"1"
"1029","1618","Marine Harvest","Humphrey Rocks","3.3","November","1","2.3",NA,"1.4",NA,"0.8",NA,"0",NA,NA,"2"
"1039","143","Marine Harvest","Larsen Island","3.3","November","1","0.2",NA,"0",NA,"0",NA,"0.1",NA,NA,"1"
"1048","467","Marine Harvest","Midsummer","3.3","November","2","1.9",NA,"1",NA,"2.8",NA,"0.2",NA,NA,"1"
"1058","141","Marine Harvest","Port Elizabeth","3.3","November","1","1.1",NA,"0.1",NA,"0",NA,"0",NA,NA,"1"
"10611","1145","Marine Harvest","Potts Bay","3.3","November","1","14.9",NA,"3.1",NA,"6.9",NA,"0",NA,"Seining for 2nd count deemed too stressful","Broodstock"
"1077","1059","Marine Harvest","Sargeaunt Pass","3.3","November","1","1",NA,"0.5",NA,"0.1",NA,"0",NA,NA,"1"
"1089","465","Marine Harvest","Swanson","3.3","November","1","12",NA,"10.3",NA,"3",NA,"0",NA,"Environmental conditions delayed 1st count; management action followed 2nd count","2"
"1099","739","Marine Harvest","Upper Retreat","3.3","November","0",NA,NA,NA,NA,NA,NA,NA,NA,"Recent seawater entry","1"
"1109","820","Marine Harvest","Wicklow","3.3","November","2","10",NA,"7",NA,"0.1",NA,"0",NA,"Management action planned","2"
"1127","892","Marine Harvest","Bell Island","3.4","November","1","11.6",NA,"5.5",NA,"0.2",NA,"0.3",NA,"2nd count precluded by transfer; management action followed 1st count","1"
"1139","1288","Marine Harvest","Doyle","3.4","November",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fallow",NA
"1149","1350","Marine Harvest","Shelter Bay","3.4","November","3","2.6",NA,"1.3",NA,"0.4",NA,"0.3",NA,NA,"1"
"1169","1580","Marine Harvest","Jackson Pass","3.5","November","2","21.5",NA,"7",NA,"3.9",NA,"0.6",NA,"Management action planned","1"
"1176","1691","Marine Harvest","Kid Bay","3.5","November","2","8.2","9.4","3.2","2.7","1.1","1.1","0.3","0.2","2013-11-21 The difference between DFO count and farm count was statistically significant. Follow up found that the Marine Harvest staff assigned to the count wasn't designated personnel trained in sea lice monitoring procedures.  Management action to reduce lice abundance planned.","2"
"1197","884","Marine Harvest","Lochalsh","3.5","November","0",NA,NA,NA,NA,NA,NA,NA,NA,"Recent seawater entry","1"
"1208","1895","Marine Harvest","Sheep Passage","3.5","November","2","16.3",NA,"10.3",NA,"0",NA,"0",NA,"Management action planned","2"
"1238","1537","Cermaq","Bare Bluff","2.3","December","1","0",NA,"0",NA,"0.4",NA,"0.2",NA,NA,"1"
"1243","227","Cermaq","Bawden","2.3","December","1","0.4","0.7","0.2","0.3","0.6","1.1","0.1","0.4","2013-12-06 Statistical agreement with farm count on audit day. Differences in estimates represent additional counts performed by farm staff in other pens a few days prior to the audit","1"
"1268","234","Cermaq","Dixon","2.3","December","2","0.4",NA,"0.2",NA,"0",NA,"0.3",NA,NA,"2"
"1278","1291","Cermaq","MacIntyre Lake","2.3","December","0",NA,NA,NA,NA,NA,NA,NA,NA,"Counts precluded by health management action ","1"
"1287","1507","Cermaq","Millar ","2.3","December","2","0.3",NA,"0.1",NA,"0.6",NA,"0.2",NA,NA,"1"
"1297","543","Cermaq","Mussel Rock","2.3","December","2","0.4",NA,"0.2",NA,"0.1",NA,"0",NA,NA,"2"
"1309","6668","Cermaq","Plover","2.3","December","2","0.4",NA,"0.3",NA,"0.5",NA,"0",NA,NA,"1"
"13111","314","Cermaq","Ross Pass","2.3","December","2","0",NA,"0",NA,"0",NA,"0.1",NA,NA,"2"
"1328","527","Cermaq","Saranac","2.3","December","1","0.5",NA,"0.1",NA,"0",NA,"0",NA,NA,"2"
"13310","1472","Cermaq","Westside","2.3","December","1","0",NA,"0",NA,"0.1",NA,"0",NA,NA,"1"
"1358","1789","Grieg Seafood","Concepcion","2.4","December","1","0.6",NA,"0.4",NA,"0",NA,"0",NA,NA,"1"
"13610","1863","Grieg Seafood","Esperanza","2.4","December","1","0",NA,"0",NA,"0.1",NA,"0",NA,NA,"1"
"1378","1849","Grieg Seafood","Muchalat N","2.4","December","0",NA,NA,NA,NA,NA,NA,NA,NA,"Recent seawater entry","1"
"1389","1705","Grieg Seafood","Williamson","2.4","December","1","0.3",NA,"0.1",NA,"0",NA,"0",NA,NA,"1"
"1397","144","Marine Harvest","Koskimo","2.4","December","2","7",NA,"3.5",NA,"0",NA,"0",NA,"Management action taken","1"
"1409","1338","Marine Harvest","Mahatta E","2.4","December","2","0.5",NA,"0.1",NA,"0.3",NA,"0.3",NA,NA,"1"
"14112","1238","Marine Harvest","Mahatta W","2.4","December","1","0",NA,"0",NA,"0",NA,"0",NA,NA,"1"
"1428","1237","Marine Harvest","Monday Rocks","2.4","December","2","5.8",NA,"3.9",NA,"0",NA,"0",NA,"Management action taken","2"
"1449","1698","Grieg Seafood","Ahlstrom","3.1","December","1","0.3",NA,"0.1",NA,"0",NA,"0",NA,NA,"1"
"1457","303","Marine Harvest","Glacial Creek","3.1","December","0",NA,NA,NA,NA,NA,NA,NA,NA,"Brood fish in their spawning year","Broodstock"
"1478","1401","Cermaq","Brent Island","3.2","December","2","1.1",NA,"0.2",NA,"0.9",NA,"1.9",NA,NA,"1"
"1488","304","Cermaq","Raza","3.2","December","0",NA,NA,NA,NA,NA,NA,NA,NA,"Counts precluded by health management action","1"
"1499","306","Cermaq","Venture","3.2","December","2","1.4",NA,"0.5",NA,"0",NA,"1.7",NA,NA,"1"
"1509","1581","Marine Harvest","Hardwicke","3.2","December","1","2.5",NA,"1.8",NA,"0.1",NA,"0.1",NA,"Management action underway","2"
"15113","211","Marine Harvest","Okisollo","3.2","December","0",NA,NA,NA,NA,NA,NA,NA,NA,"Recent transfer","1"
"1538","1825","Grieg Seafood","Bennett Pt","3.3","December","1","1",NA,"0.5",NA,"0",NA,"0.1",NA,NA,"2"
"1549","1144","Cermaq","Burdwood","3.3","December","2","1.2",NA,"0.7",NA,"0",NA,"0",NA,NA,"1"
"1559","819","Cermaq","Cecil","3.3","December","1","0.9",NA,"0.9",NA,"0.7",NA,"1.9",NA,NA,"Broodstock"
"1566","728","Cermaq","Sir Ed","3.3","December","0",NA,NA,NA,NA,NA,NA,NA,NA,"Counts precluded by health management action","1"
"1577","1586","Marine Harvest","Doctor Islets","3.3","December","1","1.7",NA,"0.8",NA,"0.6",NA,"0.1",NA,NA,"2"
"15810","821","Marine Harvest","Glacier Falls","3.3","December","2","3.3",NA,"1.5",NA,"0.5",NA,"0.6",NA,"Management action planned","1"
"1598","1618","Marine Harvest","Humphrey Rocks","3.3","December","1","2.4",NA,"1",NA,"2.5",NA,"0",NA,NA,"2"
"1608","143","Marine Harvest","Larsen Island","3.3","December","1","0.2",NA,"0",NA,"0.2",NA,"0",NA,NA,"1"
"16111","467","Marine Harvest","Midsummer","3.3","December","2","3.1",NA,"2",NA,"7.4",NA,"7.4",NA,"Management action planned","1"
"16210","141","Marine Harvest","Port Elizabeth","3.3","December","0",NA,NA,NA,NA,NA,NA,NA,NA,"Count not performed. Follow up actions taken to enforce adherence to licence conditons",NA
"1639","1145","Marine Harvest","Potts Bay","3.3","December","1","10.1",NA,"6",NA,"10.8",NA,"0",NA,"Seining for 2nd count deemed too stressful; management action planned","Broodstock"
"1647","1059","Marine Harvest","Sargeaunt Pass","3.3","December","1","0.9",NA,"0.3",NA,"0.8",NA,"0.1",NA,NA,"1"
"1659","465","Marine Harvest","Swanson","3.3","December","1","0",NA,"0",NA,"0",NA,"0",NA,NA,"2"
"1668","739","Marine Harvest","Upper Retreat","3.3","December","0",NA,NA,NA,NA,NA,NA,NA,NA,"Recent seawater entry","1"
"1677","820","Marine Harvest","Wicklow","3.3","December","0",NA,NA,NA,NA,NA,NA,NA,NA,"Counts precluded by diminished stocks (<4 pens)","2"
"1698","892","Marine Harvest","Bell Island","3.4","December","0",NA,NA,NA,NA,NA,NA,NA,NA,"Transfer ongoing","1"
"1706","1350","Marine Harvest","Shelter Bay","3.4","December","1","0.9",NA,"0.5",NA,"0",NA,"0",NA,"Management action underway","1"
"17210","1702","Marine Harvest","Goat Cove","3.5","December","0",NA,NA,NA,NA,NA,NA,NA,NA,"Recent transfer","1"
"1738","1580","Marine Harvest","Jackson Pass","3.5","December","0",NA,NA,NA,NA,NA,NA,NA,NA,"Recent seawater entry","1"
"1749","1691","Marine Harvest","Kid Bay","3.5","December","2","9.4",NA,"4.7",NA,"0.4",NA,"0.2",NA,"Management action planned","2"
"1758","884","Marine Harvest","Lochalsh","3.5","December","2","5.2",NA,"1",NA,"2.6",NA,"0",NA,"Management action planned","1"
"1768","1895","Marine Harvest","Sheep Passage","3.5","December","2","12.8",NA,"8.6",NA,"0",NA,"0",NA,"Management action planned","2"
"1429","1537","Cermaq","Bare Bluff","2.3","January","1","0",NA,"0",NA,"0.1",NA,"0.1",NA,NA,"1"
"1527","227","Cermaq","Bawden","2.3","January","2","0.2",NA,"0.1",NA,"0.7",NA,"0.1",NA,NA,"1"
"1640","234","Cermaq","Dixon","2.3","January","2","0.8",NA,"0.4",NA,"0.7",NA,"0.8",NA,NA,"2"
"1739","1291","Cermaq","MacIntyre Lake","2.3","January","2","0.3",NA,"0",NA,"0.3",NA,"0",NA,NA,"1"
"1826","1507","Cermaq","Millar ","2.3","January","1","1.1",NA,"0.1",NA,"2.9",NA,"0.7",NA,NA,"1"
"1927","543","Cermaq","Mussel Rock","2.3","January","2","0.3",NA,"0.1",NA,"0.2",NA,"0",NA,NA,"2"
"2019","6668","Cermaq","Plover","2.3","January","2","0.4",NA,"0.2",NA,"0.3",NA,"0.2",NA,NA,"1"
"2118","314","Cermaq","Ross Pass","2.3","January","2","0.1",NA,"0.1",NA,"0",NA,"0.4",NA,NA,"2"
"2218","527","Cermaq","Saranac","2.3","January",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fallow",NA
"2312","1472","Cermaq","Westside","2.3","January","2","0.3",NA,"0.1",NA,"0.5",NA,"0",NA,NA,"1"
"2512","1789","Grieg Seafood","Concepcion","2.4","January","1","0.5",NA,"0.3",NA,"0",NA,"0",NA,NA,"1"
"2610","1863","Grieg Seafood","Esperanza","2.4","January","1","0",NA,"0",NA,"0",NA,"0",NA,NA,"1"
"277","1849","Grieg Seafood","Muchalat N","2.4","January","1","0",NA,"0",NA,"0",NA,"0",NA,NA,"1"
"2811","1705","Grieg Seafood","Williamson","2.4","January","1","0.2",NA,"0.1",NA,"0",NA,"0",NA,NA,"1"
"298","144","Marine Harvest","Koskimo","2.4","January","3","5.3",NA,"3.1",NA,"0.2",NA,"0",NA,"Management action planned","2"
"309","1338","Marine Harvest","Mahatta E","2.4","January","1","1.3",NA,"0.3",NA,"0.6",NA,"0.2",NA,NA,"1"
"316","1238","Marine Harvest","Mahatta W","2.4","January","1","0.7",NA,"0.3",NA,"2.2",NA,"0",NA,NA,"1"
"3210","1237","Marine Harvest","Monday Rocks","2.4","January","3","4.7",NA,"2.8",NA,"0",NA,"0",NA,"Management action planned","2"
"3411","1698","Grieg Seafood","Ahlstrom","3.1","January","1","0.5",NA,"0.2",NA,"0.1",NA,"0",NA,NA,"1"
"357","303","Marine Harvest","Glacial Creek","3.1","January","0",NA,NA,NA,NA,NA,NA,NA,NA,"Brood fish in spawning year","Broodstock"
"3711","1401","Cermaq","Brent Island","3.2","January","2","2.5",NA,"0.8",NA,"1",NA,"1.3",NA,NA,"1"
"388","304","Cermaq","Raza","3.2","January","1","0.3",NA,"0",NA,"0.8",NA,"0",NA,NA,"1"
"397","306","Cermaq","Venture","3.2","January","2","3.7",NA,"2.2",NA,"0.6",NA,"0.7",NA,"Management action planned","1"
"407","1581","Marine Harvest","Hardwicke","3.2","January","1","0.5",NA,"0.4",NA,"0",NA,"0.1",NA,NA,"2"
"4111","211","Marine Harvest","Okisollo","3.2","January","2","0.3",NA,"0.2",NA,"0.2",NA,"0",NA,NA,"1"
"4311","1825","Grieg Seafood"," Bennett Pt","3.3","January","1","3",NA,"2",NA,"0",NA,"0",NA,NA,"2"
"449","1144","Cermaq","Burdwood","3.3","January","2","0.1",NA,"0.1",NA,"0",NA,"0",NA,NA,"1"
"4510","819","Cermaq","Cecil","3.3","January","3","1.8",NA,"0.8",NA,"0.6",NA,"2.6",NA,NA,"Broodstock"
"4611","728","Cermaq","Sir Ed","3.3","January","1","0.3",NA,"0.1",NA,"0.2",NA,"0.1",NA,NA,"1"
"4711","1586","Marine Harvest","Doctor Islets","3.3","January","0",NA,NA,NA,NA,NA,NA,NA,NA,"Harvesting","2"
"4810","821","Marine Harvest","Glacier Falls","3.3","January","1","5.9",NA,"1.8",NA,"4.6",NA,"0.9",NA,"Area management action underway","1"
"4910","1618","Marine Harvest","Humphrey Rocks","3.3","January","1","4",NA,"2.1",NA,"5",NA,"0",NA,"Area management action underway","2"
"5011","143","Marine Harvest","Larsen Island","3.3","January","1","1",NA,"0.1",NA,"0.5",NA,"0.4",NA,NA,"1"
"5111","467","Marine Harvest","Midsummer","3.3","January","2","6.5",NA,"3.6",NA,"10.5",NA,"9.9",NA,"Area management action underway","1"
"5210","141","Marine Harvest","Port Elizabeth","3.3","January","1","0.9",NA,"0.3",NA,"1.4",NA,"1.5",NA,NA,"1"
"538","1145","Marine Harvest","Potts Bay","3.3","January","1","7.6",NA,"4.5",NA,"10.9",NA,"0",NA,"Area management action underway","Broodstock"
"549","1059","Marine Harvest","Sargeaunt Pass","3.3","January","1","2.5",NA," ",NA,"1.7",NA,"0",NA,"Area management action underway","1"
"558","465","Marine Harvest","Swanson","3.3","January","2","0",NA,"0",NA,"0",NA,"0",NA,NA,"2"
"5610","739","Marine Harvest","Upper Retreat","3.3","January","1","0",NA,"0",NA,"0",NA,"0",NA,NA,"1"
"577","820","Marine Harvest","Wicklow","3.3","January","0",NA,NA,NA,NA,NA,NA,NA,NA,"Fallow",NA
