year,farm_name,lep_av,cal_av,ref,month
2019,Monday Rocks,0,0.03,1237,1
2019,Monday Rocks,0.05,0.2,1237,1
2019,Monday Rocks,0,0.13,1237,1
2019,Monday Rocks,0.1,0.12,1237,2
2019,Monday Rocks,0,0.1,1237,2
2019,Monday Rocks,0.1,0.37,1237,2
2019,Monday Rocks,0.23,0.25,1237,2
2019,Monday Rocks,0.17,1.95,1237,3
2019,Monday Rocks,0.1,1.9,1237,3
2019,Monday Rocks,0.3,3.08,1237,3
2019,Monday Rocks,0.18,3.1,1237,3
2019,Monday Rocks,0.33,2.48,1237,4
2019,Monday Rocks,0.05,3.95,1237,4
2019,Monday Rocks,0.05,1.57,1237,4
2019,Monday Rocks,0.1,1.58,1237,4
2019,Monday Rocks,0.28,1.32,1237,5
2019,Monday Rocks,0.18,1.73,1237,5
2019,Monday Rocks,0.03,2.12,1237,5
2019,Monday Rocks,0.03,2.03,1237,5
2019,Monday Rocks,0.05,1,1237,5
2019,Monday Rocks,0.03,2.93,1237,6
2019,Monday Rocks,0.05,4.58,1237,6
2019,Monday Rocks,0.13,2.72,1237,6
2019,Monday Rocks,0.05,4.95,1237,7
2019,Monday Rocks,0.2,2.7,1237,7
2019,Monday Rocks,0.4,19.33,1237,7
2019,Monday Rocks,0.77,10.87,1237,7
2019,Monday Rocks,1.73,9.85,1237,8
2019,Monday Rocks,1.6,4,1237,8
2019,Monday Rocks,1.6,3.73,1237,8
2019,Monday Rocks,3.67,0.85,1237,9
2019,Monday Rocks,5.7,1.05,1237,9
2019,Monday Rocks,7.55,0.23,1237,9
2019,Monday Rocks,11.25,0.38,1237,9
2019,Monday Rocks,8.63,0.18,1237,10
2019,Monday Rocks,2.73,0,1237,10
2019,Monday Rocks,0.78,0,1237,10
2019,Monday Rocks,0.83,0.02,1237,11
2019,Monday Rocks,0.93,0,1237,11
2019,Monday Rocks,0.8,0,1237,11
2019,Monday Rocks,0.78,0,1237,11
2019,Monday Rocks,0.42,0,1237,12
2019,Monday Rocks,0.9,0,1237,12
2019,Monday Rocks,0.83,0.03,1237,12
2019,Monday Rocks,0.62,0,1237,12
2020,Monday Rocks,0.3,0.03,1237,1
2020,Monday Rocks,0.45,0,1237,1
2020,Monday Rocks,0.53,0,1237,1
2020,Monday Rocks,0.52,0,1237,1
2020,Monday Rocks,0.57,0,1237,1
2020,Monday Rocks,0.51,0.05,1237,2
2020,Monday Rocks,1,0,1237,2
2020,Monday Rocks,0.6,0,1237,2
2020,Monday Rocks,0.63,0,1237,2
2020,Monday Rocks,2.02,0.03,1237,3
2020,Monday Rocks,1.11,0.06,1237,3
2020,Monday Rocks,0.13,0.05,1237,3
2020,Monday Rocks,1.36,0.15,1237,3
2020,Monday Rocks,0.18,0.11,1237,3
2020,Monday Rocks,0.15,0,1237,3
2020,Monday Rocks,0.25,0.08,1237,4
2020,Monday Rocks,0.18,0.25,1237,4
2020,Monday Rocks,0.18,0.4,1237,4
2020,Monday Rocks,0.42,0.72,1237,4
2020,Monday Rocks,0.98,1.3,1237,5
2020,Monday Rocks,1.45,0.53,1237,5
2020,Monday Rocks,1.45,0.18,1237,5
2020,Monday Rocks,NA,NA,1237,6
2020,Monday Rocks,NA,NA,1237,7
2020,Monday Rocks,NA,NA,1237,10
2020,Monday Rocks,0,0.58,1237,11
2020,Monday Rocks,0.03,1.33,1237,11
2020,Monday Rocks,0.02,1.08,1237,11
2020,Monday Rocks,0,1.25,1237,11
2020,Monday Rocks,0,1.68,1237,12
2020,Monday Rocks,0,2.28,1237,12
2020,Monday Rocks,0.05,2.55,1237,12
2020,Monday Rocks,0.05,2.58,1237,12
2020,Monday Rocks,0.03,2.27,1237,12
2021,Monday Rocks,0.1,1.3,1237,1
2021,Monday Rocks,0.17,1.68,1237,1
2021,Monday Rocks,0.13,2.3,1237,1
2021,Monday Rocks,0.07,2.22,1237,1
2021,Monday Rocks,0.06,1.7,1237,2
2021,Monday Rocks,0.25,4.52,1237,2
2021,Monday Rocks,0.18,1.48,1237,3
2021,Monday Rocks,0.15,3.6,1237,3
2021,Monday Rocks,0.12,3.5,1237,3
2021,Monday Rocks,0.35,4.85,1237,3
2021,Monday Rocks,0.35,13.77,1237,3
2021,Monday Rocks,0.25,12.58,1237,4
2021,Monday Rocks,0.15,15.25,1237,4
2021,Monday Rocks,0.18,8.6,1237,4
2021,Monday Rocks,0.03,12.6,1237,4
2021,Monday Rocks,0.1,5.95,1237,5
2021,Monday Rocks,0.18,5.13,1237,5
2021,Monday Rocks,0.15,4.08,1237,5
2021,Monday Rocks,0.05,3.6,1237,5
2021,Monday Rocks,0.13,1.63,1237,5
2021,Monday Rocks,0.05,1.82,1237,6
2021,Monday Rocks,0.08,1.85,1237,6
2021,Monday Rocks,0.1,1.37,1237,6
2021,Monday Rocks,0.19,1.24,1237,6
2021,Monday Rocks,0.17,0.67,1237,7
2021,Monday Rocks,0.3,0.3,1237,7
2021,Monday Rocks,0.16,0.08,1237,7
2021,Monday Rocks,0,0,1237,7
2021,Monday Rocks,0.07,0,1237,8
2021,Monday Rocks,0.02,0.04,1237,8
2021,Monday Rocks,0,0.65,1237,9
2021,Monday Rocks,0.08,0.43,1237,9
2021,Monday Rocks,0.08,0.63,1237,9
2021,Monday Rocks,0.13,0.45,1237,10
2021,Monday Rocks,0.2,0.5,1237,10
2021,Monday Rocks,0.3,0.63,1237,10
2021,Monday Rocks,0.28,0.48,1237,10
2021,Monday Rocks,0.53,0.98,1237,11
2021,Monday Rocks,0.73,0.28,1237,11
2021,Monday Rocks,1.77,1.18,1237,11
2021,Monday Rocks,3.3,1.68,1237,11
2021,Monday Rocks,2.37,1.38,1237,11
2021,Monday Rocks,4.3,0.45,1237,12
2021,Monday Rocks,3.55,1.48,1237,12
2021,Monday Rocks,8.88,1.65,1237,12
2021,Monday Rocks,9.03,1.33,1237,12
2011,Muchalat North,0.05,0,1849,1
2011,Muchalat North,0.02,0,1849,2
2011,Muchalat North,0.19,0.04,1849,3
2011,Muchalat North,NA,NA,1849,3
2011,Muchalat North,0.53,0.18,1849,4
2011,Muchalat North,NA,NA,1849,4
2011,Muchalat North,0.3,0.05,1849,5
2011,Muchalat North,0.43,0.1,1849,5
2011,Muchalat North,0.13,0,1849,6
2011,Muchalat North,0.07,0.01,1849,6
2011,Muchalat North,0.22,0.02,1849,7
2011,Muchalat North,0.18,0,1849,8
2011,Muchalat North,0.27,0,1849,9
2011,Muchalat North,0.05,0,1849,10
2011,Muchalat North,NA,NA,1849,11
2011,Muchalat North,NA,NA,1849,12
2012,Muchalat North,NA,NA,1849,1
2012,Muchalat North,NA,NA,1850,2
2012,Muchalat North,NA,NA,1851,3
2013,Muchalat North,NA,NA,1849,12
2014,Muchalat North,0,0,1849,1
2014,Muchalat North,0,0,1849,2
2014,Muchalat North,0,0,1849,3
2014,Muchalat North,0,0,1849,3
2014,Muchalat North,0,0.02,1849,4
2014,Muchalat North,0,0,1849,4
2014,Muchalat North,0,0,1849,5
2014,Muchalat North,0,0,1849,5
2014,Muchalat North,0,0,1849,6
2014,Muchalat North,0,0,1849,6
2014,Muchalat North,0,0,1849,7
2014,Muchalat North,0.04,0.08,1849,7
2014,Muchalat North,0.5,0.07,1849,8
2014,Muchalat North,0.58,0,1849,9
2014,Muchalat North,1.48,0,1849,10
2014,Muchalat North,0.22,0,1849,11
2014,Muchalat North,0.13,0,1849,12
2015,Muchalat North,0.5,0,1849,1
2015,Muchalat North,0.38,0,1849,2
2015,Muchalat North,0.45,0,1849,3
2015,Muchalat North,0.42,0.37,1849,3
2015,Muchalat North,0.47,0.05,1849,3
2015,Muchalat North,0.25,0.27,1849,4
2015,Muchalat North,0.52,0.15,1849,4
2015,Muchalat North,0.18,0,1849,5
2015,Muchalat North,NA,NA,1849,5
2015,Muchalat North,0.63,0,1849,6
2015,Muchalat North,0.3,0.03,1849,6
2015,Muchalat North,3.05,0.02,1849,7
2015,Muchalat North,NA,NA,1849,8
2015,Muchalat North,NA,NA,1849,9
2015,Muchalat North,NA,NA,1849,10
2016,Muchalat North,NA,NA,1849,10
2016,Muchalat North,0,0,1849,11
2016,Muchalat North,0,0,1849,12
2017,Muchalat North,0,0.02,1849,1
2017,Muchalat North,0,0,1849,2
2017,Muchalat North,0,0,1849,3
2017,Muchalat North,0,0,1849,3
2017,Muchalat North,0.02,0,1849,4
2017,Muchalat North,0.05,0,1849,4
2017,Muchalat North,0,0,1849,5
2017,Muchalat North,0.02,0,1849,5
2017,Muchalat North,0.03,0,1849,5
2017,Muchalat North,0,0,1849,6
2017,Muchalat North,0.03,0,1849,6
2017,Muchalat North,0,0,1849,7
2017,Muchalat North,0.25,0.67,1849,8
2017,Muchalat North,1.99,0.65,1849,9
2017,Muchalat North,5.97,0,1849,10
2017,Muchalat North,12.88,0,1849,11
2017,Muchalat North,9.74,0.02,1849,11
2017,Muchalat North,0.49,0,1849,12
2017,Muchalat North,0.75,0,1849,12
2018,Muchalat North,0.95,0,1849,1
2018,Muchalat North,1,0,1849,2
2018,Muchalat North,3.95,0,1849,3
2018,Muchalat North,7.88,0.5,1849,3
2018,Muchalat North,17.35,0,1849,4
2018,Muchalat North,NA,NA,1849,4
2018,Muchalat North,NA,NA,1849,5
2018,Muchalat North,NA,NA,1849,6
2018,Muchalat North,0,0.02,1849,9
2018,Muchalat North,0,0,1849,10
2018,Muchalat North,0.02,0,1849,10
2018,Muchalat North,0.02,0,1849,11
2018,Muchalat North,0.05,0,1849,12
2019,Muchalat North,0,0,1849,1
2019,Muchalat North,0,0,1849,2
2019,Muchalat North,0,0,1849,3
2019,Muchalat North,0,0.07,1849,3
2019,Muchalat North,0.08,0,1849,4
2019,Muchalat North,0,0,1849,4
2019,Muchalat North,0,0,1849,4
2019,Muchalat North,0.02,0,1849,5
2019,Muchalat North,0.05,0,1849,5
2019,Muchalat North,0.15,0.03,1849,5
2019,Muchalat North,0.12,0,1849,6
2019,Muchalat North,NA,NA,1849,6
2019,Muchalat North,1.6,0.13,1849,7
2019,Muchalat North,10.72,0,1849,8
2019,Muchalat North,9.48,0,1849,9
2019,Muchalat North,7.7,0,1849,9
2019,Muchalat North,13.12,0,1849,10
2019,Muchalat North,7.85,0,1849,10
2019,Muchalat North,7.72,0,1849,11
2019,Muchalat North,5.73,0,1849,11
2019,Muchalat North,4.4,0,1849,12
2019,Muchalat North,5.38,0,1849,12
2020,Muchalat North,3.27,0,1849,1
2020,Muchalat North,3.07,0,1849,1
2020,Muchalat North,2.7,0,1849,2
2020,Muchalat North,4.65,0,1849,2
2020,Muchalat North,3.67,0,1849,3
2020,Muchalat North,6.07,0,1849,3
2020,Muchalat North,8.47,0,1849,3
2020,Muchalat North,7.08,0,1849,3
2020,Muchalat North,7.03,0.2,1849,4
2020,Muchalat North,NA,NA,1849,4
2020,Muchalat North,NA,NA,1849,5
2020,Muchalat North,NA,NA,1849,9
2020,Muchalat North,0,0,1849,10
2020,Muchalat North,0,0,1849,11
2020,Muchalat North,0,0,1849,11
2020,Muchalat North,0,0,1849,12
2021,Muchalat North,0,0,1849,1
2021,Muchalat North,0,0,1849,2
2021,Muchalat North,0,0.29,1849,2
2021,Muchalat North,0,0.88,1849,3
2021,Muchalat North,0,0.58,1849,3
2021,Muchalat North,0,0.72,1849,3
2021,Muchalat North,0,0,1849,3
2021,Muchalat North,0.02,0,1849,3
2021,Muchalat North,0.03,0,1849,4
2021,Muchalat North,0.03,0,1849,4
2021,Muchalat North,0,0,1849,4
2021,Muchalat North,0,0,1849,4
2021,Muchalat North,0.02,0,1849,5
2021,Muchalat North,0.03,0,1849,5
2021,Muchalat North,0,0,1849,5
2021,Muchalat North,0,0,1849,5
2021,Muchalat North,0,0,1849,6
2021,Muchalat North,0,0,1849,6
2021,Muchalat North,0,0,1849,6
2021,Muchalat North,0,0,1849,6
2021,Muchalat North,0,0,1849,7
2021,Muchalat North,0.05,0,1849,7
2021,Muchalat North,0,0,1849,8
2021,Muchalat North,0.02,0.12,1849,8
2021,Muchalat North,3.87,0,1849,9
2021,Muchalat North,4.12,0,1849,9
2021,Muchalat North,2.85,0,1849,9
2021,Muchalat North,2.44,0,1849,10
2021,Muchalat North,0.05,0,1849,10
2021,Muchalat North,0.08,0,1849,11
2021,Muchalat North,0.12,0,1849,11
2021,Muchalat North,0.07,0,1849,12
2021,Muchalat North,0.15,0,1849,12
2021,Muchalat North,0.6,0,1849,12
2011,Muchalat South,NA,NA,1700,12
2012,Muchalat South,0,0,1700,1
2012,Muchalat South,0,0,1700,2
2012,Muchalat South,0.03,0,1700,3
2012,Muchalat South,0.08,0,1700,3
2012,Muchalat South,0.08,0,1700,4
2012,Muchalat South,0.02,0,1700,4
2012,Muchalat South,0.02,0,1700,5
2012,Muchalat South,0.07,0,1700,5
2012,Muchalat South,NA,NA,1700,6
2012,Muchalat South,0.02,0,1700,7
2012,Muchalat South,0.1,0,1700,8
2012,Muchalat South,NA,NA,1700,9
2012,Muchalat South,0.78,0,1700,10
2012,Muchalat South,1.52,0,1700,11
2012,Muchalat South,0.99,0,1700,12
2013,Muchalat South,0.97,0,1700,1
2013,Muchalat South,0.57,0,1700,2
2013,Muchalat South,0.5,0,1700,2
2013,Muchalat South,1.15,0,1700,3
2013,Muchalat South,0.35,0,1700,3
2013,Muchalat South,0.22,0,1700,4
2013,Muchalat South,0.23,0,1700,4
2013,Muchalat South,0.28,0,1700,5
2013,Muchalat South,0.23,0,1700,5
2013,Muchalat South,0.18,0,1700,6
2013,Muchalat South,0.1,0,1700,6
2013,Muchalat South,0.02,0,1700,7
2013,Muchalat South,0.47,0,1700,8
2013,Muchalat South,0.65,0,1700,9
2013,Muchalat South,0.57,0,1700,9
2013,Muchalat South,NA,NA,1700,10
2013,Muchalat South,NA,NA,1700,11
2013,Muchalat South,NA,NA,1700,12
2014,Muchalat South,NA,NA,1700,5
2014,Muchalat South,0,0,1700,6
2014,Muchalat South,0,0,1700,6
2014,Muchalat South,0.03,0.03,1700,7
2014,Muchalat South,1.03,0.08,1700,8
2014,Muchalat South,2.55,0.01,1700,9
2014,Muchalat South,0.43,0,1700,10
2014,Muchalat South,0.33,0,1700,11
2014,Muchalat South,0.13,0,1700,12
2014,Muchalat South,0.23,0,1700,12
2015,Muchalat South,0.65,0,1700,1
2015,Muchalat South,0.3,0,1700,2
2015,Muchalat South,0.5,0.02,1700,3
2015,Muchalat South,0.68,0,1700,3
2015,Muchalat South,0.3,0,1700,4
2015,Muchalat South,0.33,0,1700,4
2015,Muchalat South,0.23,0,1700,5
2015,Muchalat South,NA,NA,1700,5
2015,Muchalat South,0.32,0.05,1700,6
2015,Muchalat South,0.33,0,1700,6
2015,Muchalat South,1.58,0,1700,7
2015,Muchalat South,3.35,0,1700,8
2015,Muchalat South,NA,NA,1700,9
2015,Muchalat South,NA,NA,1700,10
2016,Muchalat South,NA,NA,1700,10
2016,Muchalat South,0,0,1700,11
2016,Muchalat South,0,0,1700,12
2017,Muchalat South,0.02,0,1700,1
2017,Muchalat South,0,0,1700,2
2017,Muchalat South,0,0,1700,3
2017,Muchalat South,0,0,1700,3
2017,Muchalat South,0,0,1700,4
2017,Muchalat South,0,0,1700,4
2017,Muchalat South,0,0,1700,5
2017,Muchalat South,0,0,1700,5
2017,Muchalat South,0.02,0,1700,6
2017,Muchalat South,0,0,1700,6
2017,Muchalat South,0.08,0,1700,7
2017,Muchalat South,0.43,0,1700,8
2017,Muchalat South,1.53,0.23,1700,9
2017,Muchalat South,6.95,0,1700,10
2017,Muchalat South,14.83,0,1700,11
2017,Muchalat South,12.32,0,1700,11
2017,Muchalat South,0.33,0,1700,12
2018,Muchalat South,1.74,0,1700,1
2018,Muchalat South,3,0,1700,2
2018,Muchalat South,3.15,0,1700,2
2018,Muchalat South,1.53,0,1700,3
2018,Muchalat South,NA,NA,1700,3
2018,Muchalat South,0.93,0,1700,4
2018,Muchalat South,1.12,0,1700,4
2018,Muchalat South,2.07,0,1700,5
2018,Muchalat South,NA,NA,1700,5
2018,Muchalat South,NA,NA,1700,6
2018,Muchalat South,NA,NA,1700,7
2018,Muchalat South,NA,NA,1700,8
2011,Mussel Rock,0,0,543,4
2011,Mussel Rock,0.05,0.05,543,4
2011,Mussel Rock,0.02,0.04,543,5
2011,Mussel Rock,0.03,0.1,543,5
2011,Mussel Rock,0.23,0.63,543,6
2011,Mussel Rock,0.35,0.22,543,6
2011,Mussel Rock,0.93,0.43,543,7
2011,Mussel Rock,1.1,0,543,7
2011,Mussel Rock,0.98,0.25,543,8
2011,Mussel Rock,1.7,0,543,8
2011,Mussel Rock,0.07,0,543,9
2011,Mussel Rock,0,0,543,10
2011,Mussel Rock,0.05,0,543,10
2011,Mussel Rock,0.12,0.07,543,11
2011,Mussel Rock,0.08,0.08,543,11
2011,Mussel Rock,0.27,0.02,543,12
2011,Mussel Rock,0.23,0.02,543,12
2012,Mussel Rock,0.12,0,543,1
2012,Mussel Rock,0.22,0.02,543,1
2012,Mussel Rock,0.03,0,543,2
2012,Mussel Rock,0.08,0,543,2
2012,Mussel Rock,0.25,0,543,3
2012,Mussel Rock,0.1,0,543,3
2012,Mussel Rock,0.18,0,543,4
2012,Mussel Rock,NA,NA,543,4
2012,Mussel Rock,NA,NA,543,5
2012,Mussel Rock,NA,NA,543,6
2012,Mussel Rock,NA,NA,543,9
2012,Mussel Rock,NA,NA,543,10
2012,Mussel Rock,0.05,0.02,543,11
2012,Mussel Rock,0.03,0.12,543,12
2013,Mussel Rock,0.03,0.13,543,1
2013,Mussel Rock,0.03,0.23,543,2
2013,Mussel Rock,0.02,0.82,543,3
2013,Mussel Rock,0.08,0.23,543,3
2013,Mussel Rock,0.13,0.23,543,4
2013,Mussel Rock,0.07,0.35,543,4
2013,Mussel Rock,0.03,0.35,543,5
2013,Mussel Rock,0.15,0.2,543,5
2013,Mussel Rock,0.43,0.43,543,6
2013,Mussel Rock,0.32,0.13,543,6
2013,Mussel Rock,NA,NA,543,7
2013,Mussel Rock,0.08,0.05,543,8
2013,Mussel Rock,0,0.67,543,8
2013,Mussel Rock,0.08,0.13,543,9
2013,Mussel Rock,0.05,0.07,543,9
2013,Mussel Rock,0.03,0.02,543,10
2013,Mussel Rock,0.07,0,543,10
2013,Mussel Rock,0.02,0.03,543,11
2013,Mussel Rock,0.15,0.03,543,11
2013,Mussel Rock,0.2,0.02,543,12
2013,Mussel Rock,0.25,0.02,543,12
2014,Mussel Rock,0.12,0.02,543,1
2014,Mussel Rock,0.13,0.02,543,1
2014,Mussel Rock,0.13,0.03,543,2
2014,Mussel Rock,0.23,0.12,543,3
2014,Mussel Rock,0.05,0.18,543,3
2014,Mussel Rock,0.18,0.07,543,4
2014,Mussel Rock,NA,NA,543,4
2014,Mussel Rock,0.3,0.2,543,5
2014,Mussel Rock,NA,NA,543,5
2014,Mussel Rock,NA,NA,543,6
2014,Mussel Rock,NA,NA,543,7
2014,Mussel Rock,NA,NA,543,11
2014,Mussel Rock,NA,NA,543,12
2015,Mussel Rock,0,0.05,543,1
2015,Mussel Rock,0,0.15,543,2
2015,Mussel Rock,0.08,0.12,543,2
2015,Mussel Rock,0.18,0.1,543,3
2015,Mussel Rock,0.17,0.15,543,3
2015,Mussel Rock,0.32,0.53,543,4
2015,Mussel Rock,0.55,0.17,543,4
2015,Mussel Rock,0.63,0.1,543,5
2015,Mussel Rock,0.85,0.22,543,5
2015,Mussel Rock,0.3,0.52,543,5
2015,Mussel Rock,2.3,0,543,6
2015,Mussel Rock,3.27,0.02,543,6
2015,Mussel Rock,2.63,0.1,543,7
2015,Mussel Rock,3.57,0.03,543,7
2015,Mussel Rock,0.57,0,543,8
2015,Mussel Rock,0.4,0.02,543,8
2015,Mussel Rock,0.05,0,543,9
2015,Mussel Rock,0,0,543,9
2015,Mussel Rock,0.15,0.03,543,10
2015,Mussel Rock,0.3,0.02,543,10
2015,Mussel Rock,0.8,0,543,11
2015,Mussel Rock,2.45,0,543,12
2015,Mussel Rock,1.43,0,543,12
2015,Mussel Rock,1.12,0.03,543,12
2016,Mussel Rock,0.33,0,543,1
2016,Mussel Rock,0.13,0,543,2
2016,Mussel Rock,0.23,0,543,2
2016,Mussel Rock,0.08,0,543,2
2016,Mussel Rock,0.11,0,543,3
2016,Mussel Rock,0.11,0.01,543,3
2016,Mussel Rock,0.16,0,543,3
2016,Mussel Rock,0.13,0,543,4
2016,Mussel Rock,0.08,0.07,543,4
2016,Mussel Rock,0.22,0,543,5
2016,Mussel Rock,0.47,0,543,5
2016,Mussel Rock,0.38,0.01,543,6
2016,Mussel Rock,0.48,0,543,6
2016,Mussel Rock,0.18,0.01,543,7
2016,Mussel Rock,0.28,0,543,7
2016,Mussel Rock,0.43,0.54,543,8
2016,Mussel Rock,NA,NA,543,9
2016,Mussel Rock,NA,NA,543,10
2016,Mussel Rock,NA,NA,543,11
2016,Mussel Rock,0,0.26,543,12
2017,Mussel Rock,0,0.11,543,1
2017,Mussel Rock,0.04,0.16,543,1
2017,Mussel Rock,0.09,0.37,543,2
2017,Mussel Rock,0.18,0.29,543,3
2017,Mussel Rock,0.44,0.11,543,3
2017,Mussel Rock,0.41,0.19,543,3
2017,Mussel Rock,0.5,0.12,543,4
2017,Mussel Rock,0.75,0.1,543,4
2017,Mussel Rock,0.47,0.07,543,5
2017,Mussel Rock,NA,NA,543,5
2017,Mussel Rock,0.21,0.01,543,6
2017,Mussel Rock,0.12,0,543,6
2017,Mussel Rock,0.2,0.05,543,7
2017,Mussel Rock,0.41,0.24,543,7
2017,Mussel Rock,1,0.33,543,8
2017,Mussel Rock,1.26,0.5,543,8
2017,Mussel Rock,NA,NA,543,9
2017,Mussel Rock,0.81,0.01,543,10
2017,Mussel Rock,0.63,0,543,10
2017,Mussel Rock,0.31,0,543,11
2017,Mussel Rock,0.48,0.02,543,11
2017,Mussel Rock,0.49,0,543,12
2017,Mussel Rock,0.38,0,543,12
2018,Mussel Rock,0.32,0.02,543,1
2018,Mussel Rock,0.33,0.08,543,1
2018,Mussel Rock,0.38,0.03,543,2
2018,Mussel Rock,0.93,0.08,543,2
2018,Mussel Rock,0.67,0.08,543,3
2018,Mussel Rock,1.38,0.25,543,3
2018,Mussel Rock,1.43,0.12,543,3
2018,Mussel Rock,2.18,0.11,543,4
2018,Mussel Rock,3.13,0.18,543,4
2018,Mussel Rock,5.47,0.07,543,5
2018,Mussel Rock,5.23,0.27,543,5
2018,Mussel Rock,6.6,0.52,543,6
2018,Mussel Rock,21.73,0.9,543,6
2018,Mussel Rock,NA,NA,543,7
2018,Mussel Rock,NA,NA,543,8
2019,Mussel Rock,NA,NA,543,2
2019,Mussel Rock,0,0.01,543,3
2019,Mussel Rock,NA,NA,543,3
2019,Mussel Rock,0,0.15,543,4
2019,Mussel Rock,0.07,0.25,543,5
2019,Mussel Rock,NA,NA,543,5
2019,Mussel Rock,0.04,0.15,543,6
2019,Mussel Rock,0,0.06,543,6
2019,Mussel Rock,0.02,0.18,543,6
2019,Mussel Rock,0.01,0.1,543,7
2019,Mussel Rock,0.02,0.13,543,8
2019,Mussel Rock,0,0.07,543,8
2019,Mussel Rock,0.01,0.04,543,9
2019,Mussel Rock,0.03,0,543,9
2019,Mussel Rock,0.06,0.02,543,10
2019,Mussel Rock,0.06,0.08,543,10
2019,Mussel Rock,0.2,0.03,543,11
2019,Mussel Rock,0.26,0.22,543,11
2019,Mussel Rock,0.55,0.12,543,12
2019,Mussel Rock,0.52,0.14,543,12
2020,Mussel Rock,0.32,0.29,543,1
2020,Mussel Rock,0.43,0.29,543,1
2020,Mussel Rock,NA,NA,543,2
2020,Mussel Rock,0.1,0.04,543,3
2020,Mussel Rock,0.07,0,543,3
2020,Mussel Rock,0.07,0,543,3
2020,Mussel Rock,0.1,0.07,543,3
2020,Mussel Rock,0.05,0.08,543,3
2020,Mussel Rock,0.07,0.02,543,4
2020,Mussel Rock,0.28,0.1,543,4
2020,Mussel Rock,0.12,0.9,543,4
2020,Mussel Rock,0.37,0.23,543,4
2020,Mussel Rock,0.48,1.02,543,5
2020,Mussel Rock,0.7,0.32,543,5
2020,Mussel Rock,1.4,0.75,543,5
2020,Mussel Rock,1.85,0.44,543,5
2020,Mussel Rock,0.16,0.02,543,5
2020,Mussel Rock,0.72,0.42,543,6
2020,Mussel Rock,1.48,0,543,6
2020,Mussel Rock,2.62,1.63,543,6
2020,Mussel Rock,4.6,0.47,543,6
2020,Mussel Rock,0.79,0.13,543,6
2020,Mussel Rock,1.94,0.32,543,7
2020,Mussel Rock,2.92,0,543,7
2020,Mussel Rock,1.85,1.32,543,7
2020,Mussel Rock,NA,NA,543,8
2020,Mussel Rock,NA,NA,543,9
2021,Mussel Rock,NA,NA,543,3
2021,Mussel Rock,0,0.02,543,4
2021,Mussel Rock,0,0.3,543,4
2021,Mussel Rock,0.08,0.23,543,5
2021,Mussel Rock,0.25,0.88,543,5
2021,Mussel Rock,0.32,1.26,543,5
2021,Mussel Rock,0.12,0.08,543,6
2021,Mussel Rock,0.53,0.9,543,6
2021,Mussel Rock,0.57,0.03,543,6
2021,Mussel Rock,0.57,0.75,543,6
2021,Mussel Rock,1.45,0.53,543,7
2021,Mussel Rock,0.82,1.38,543,7
2021,Mussel Rock,0.63,2.58,543,7
2021,Mussel Rock,0.4,1.2,543,7
2021,Mussel Rock,0.73,0.88,543,8
2021,Mussel Rock,0.78,0.68,543,8
2021,Mussel Rock,1.52,0.28,543,8
2021,Mussel Rock,3.3,1.37,543,8
2021,Mussel Rock,3.1,1.92,543,9
2021,Mussel Rock,0.45,0.08,543,9
2021,Mussel Rock,1.08,0.78,543,9
2021,Mussel Rock,1.52,0.4,543,9
2021,Mussel Rock,1.77,0.23,543,9
2021,Mussel Rock,2.61,0.82,543,10
2021,Mussel Rock,0.3,0.07,543,10
2021,Mussel Rock,0.77,0.05,543,10
2021,Mussel Rock,0.8,0.12,543,10
2021,Mussel Rock,0.95,0.1,543,10
2021,Mussel Rock,1.25,0.22,543,11
2021,Mussel Rock,1.18,0.05,543,11
2021,Mussel Rock,3.57,0,543,11
2021,Mussel Rock,4.61,0.39,543,11
2021,Mussel Rock,6.76,0.2,543,12
2021,Mussel Rock,1.58,0.01,543,12
2021,Mussel Rock,1.81,0.09,543,12
2021,Mussel Rock,1.75,0.5,543,12
2011,Noo-la,0.18,0,1825,1
2011,Noo-la,0.15,0.03,1825,2
2011,Noo-la,0.18,0,1825,3
2011,Noo-la,0.2,0.07,1825,3
2011,Noo-la,0.08,0.55,1825,4
2011,Noo-la,0.03,0.01,1825,4
2011,Noo-la,0,0,1825,5
2011,Noo-la,0,0,1825,5
2011,Noo-la,0.03,0.01,1825,6
2011,Noo-la,0.07,0,1825,7
2011,Noo-la,0.05,0,1825,8
2011,Noo-la,0.02,0,1825,9
2011,Noo-la,0.12,0,1825,10
2011,Noo-la,0.02,0.02,1825,11
2011,Noo-la,0.08,0,1825,12
2012,Noo-la,0.07,0,1825,1
2012,Noo-la,NA,NA,1825,2
2012,Noo-la,NA,NA,1825,3
2012,Noo-la,NA,NA,1825,4
2012,Noo-la,0.02,0.07,1825,5
2012,Noo-la,0,0,1825,5
2012,Noo-la,NA,NA,1825,6
2012,Noo-la,0,0,1825,7
2012,Noo-la,0,0,1825,8
2012,Noo-la,0.03,0,1825,9
2012,Noo-la,0.08,0.03,1825,10
2012,Noo-la,0.13,0,1825,11
2012,Noo-la,0.29,1.26,1825,12
2013,Noo-la,0.42,5.07,1825,1
2013,Noo-la,0.55,8.62,1825,1
2013,Noo-la,0.18,1.55,1825,2
2013,Noo-la,0.17,0.03,1825,3
2013,Noo-la,0,0.12,1825,3
2013,Noo-la,0.17,0.57,1825,4
2013,Noo-la,0.03,0.07,1825,4
2013,Noo-la,0.02,0.17,1825,5
